StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q_RecaptchaScore,intro1_First Click,intro1_Last Click,intro1_Page Submit,intro1_Click Count,intro3_First Click,intro3_Last Click,intro3_Page Submit,intro3_Click Count,acc2_First Click,acc2_Last Click,acc2_Page Submit,acc2_Click Count,control_t_First Click,control_t_Last Click,control_t_Page Submit,control_t_Click Count,con_ret_t1_First Click,con_ret_t1_Last Click,con_ret_t1_Page Submit,con_ret_t1_Click Count,con_ret_1,Q404,Q407,Q408,Q409,Q410,Q411,Q412,post_t1_First Click,post_t1_Last Click,post_t1_Page Submit,post_t1_Click Count,post1_1,post1_2,post1_3,post1_4,post2_1,post2_2,post2_3,post2_4,post_t2_First Click,post_t2_Last Click,post_t2_Page Submit,post_t2_Click Count,post3_1,post3_2,post3_3,post3_4,post_t3_First Click,post_t3_Last Click,post_t3_Page Submit,post_t3_Click Count,co2_t_First Click,co2_t_Last Click,co2_t_Page Submit,co2_t_Click Count,co2_ret_t1_First Click,co2_ret_t1_Last Click,co2_ret_t1_Page Submit,co2_ret_t1_Click Count,co2_ret_1,co2_ret_2,co2_ret_3,co2_ret_4,Q400,Q401,Q402,Q414,graphic_t_First Click,graphic_t_Last Click,graphic_t_Page Submit,graphic_t_Click Count,dem_t1_First Click,dem_t1_Last Click,dem_t1_Page Submit,dem_t1_Click Count,dem_t2_First Click,dem_t2_Last Click,dem_t2_Page Submit,dem_t2_Click Count,dem_2,dem_2_3_TEXT,dem_2b,dem_t3_First Click,dem_t3_Last Click,dem_t3_Page Submit,dem_t3_Click Count,dem_3,dem_3b,dem_3c,dem_t4_First Click,dem_t4_Last Click,dem_t4_Page Submit,dem_t4_Click Count,dem_4,dem_4_6_TEXT,dem_4b,dem_4c_1,dem_4d_1,dem_t5_First Click,dem_t5_Last Click,dem_t5_Page Submit,dem_t5_Click Count,dem_5,dem_5_11_TEXT,dem_t6_First Click,dem_t6_Last Click,dem_t6_Page Submit,dem_t6_Click Count,dem_6,dem_t7_First Click,dem_t7_Last Click,dem_t7_Page Submit,dem_t7_Click Count,dem_7,dem_7_7_TEXT,dem_t8_First Click,dem_t8_Last Click,dem_t8_Page Submit,dem_t8_Click Count,dem_8,dem_8b,dem_t9_First Click,dem_t9_Last Click,dem_t9_Page Submit,dem_t9_Click Count,dem_9,dem_9c,fin_t_First Click,fin_t_Last Click,fin_t_Page Submit,fin_t_Click Count,SC0,mTurkCode,workerID,Condition
2021-04-02 08:00:26,2021-04-02 08:12:35,0,100,728,1,2021-04-02 08:12:36,R_2EaefJpuag0WRll,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,0,0,191.67,0,0,0,8.546,0,0,0,18.986,0,,,,,,,,,,,,,,,,,15.012,40.748,41.772,4,1,5,7,7,7,5,1,1,9.044,31.444,32.667,4,6,7,2,4,8.655,32.719,35.208,4,,,,,3.741,55.355,56.622,8,450,3,4,4,500,3,2,2,0,0,154.75,0,0,0,5.777,0,1.736,4.401,6.375,2,1,,9,1.573,5.333,8.933,3,1,1,65,1.789,25.332,29.108,5,1,,2,1,2,3.22,3.22,6.795,1,5,,3.356,3.356,5.684,1,5,1.662,1.662,3.902,1,1,,2.558,8.126,9.461,2,3,1,6.147,23.979,90.17,2,I have not taken a similar survey to the best of my recollection.,Thank you for the opportunity to participate. I appreciated the graphics which explain the potential dangers of CO2 in a way that I can share with others.,0,0,10.305,0,6,6265914,,3
2021-04-02 08:07:29,2021-04-02 08:13:45,0,100,376,1,2021-04-02 08:13:46,R_4Z2DGDhZl2pbIxb,anonymous,EN,1,0,0,6.062,0,0,0,3.517,0,0,0,3.8,0,0,0,71.266,0,1.367,159.762,167.637,8,43500,2,2,3,1,3,20,3,4.69,4.69,15.54,1,4,4,4,4,2,5,1,3,6.849,9.236,19.606,2,4,2,2,4,0,0,14.295,0,,,,,,,,,,,,,,,,,,,,,0,0,3.52,0,0,0,5.194,0,1,,4,1.367,3.118,4.695,3,1,1,37,1.348,7.082,8.35,4,3,,2,4,4,1.148,1.148,6.018,1,1,,2.375,2.375,3.48,1,8,1.182,1.182,2.945,1,5,,1.798,5.253,6.047,2,12,2,6.621,6.621,16.393,1,No,,0,0,5.591,0,7,16303363,,1
2021-04-02 08:11:08,2021-04-02 08:15:54,0,100,285,1,2021-04-02 08:15:54,R_2ztBs3DcPsh17Ty,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,0,0,6.25,0,0,0,3.604,0,0,0,8.991,0,,,,,,,,,,,,,,,,,18.184,25.202,25.979,4,1,7,7,7,7,5,1,1,3.205,11.513,12.551,5,7,7,2,6,44.477,51.761,53.107,4,1.188,55.409,70.037,20,1.322,39.091,40.085,9,400,3,1,4,1000,3,4,2,,,,,3.002,3.002,4.076,1,1.65,3.354,4.775,3,1,,4,1.07,4.169,7.331,3,1,1,37,1.492,11.301,12.161,4,1,,2,1,3,1.57,1.57,6.12,1,1,,2.235,2.235,4.042,1,8,1.272,1.272,3.639,1,1,,1.295,4.321,5.569,3,2,4,1.092,1.092,5.31,1,No,,0,0,5.695,0,6,61387994,,2
2021-04-02 08:08:18,2021-04-02 08:16:05,0,100,466,1,2021-04-02 08:16:05,R_QbqPYNagRQgN4K5,anonymous,EN,0.8000000000000000444089209850062616169452667236328125,0,0,8.786,0,0,0,6.648,0,0,0,17.918,0,,,,,,,,,,,,,,,,,7.215,24.669,25.652,4,1,7,7,7,7,5,1,1,4.154,16.352,18.446,4,7,7,2,7,6.036,22.365,23.534,4,0,0,23.264,0,2.351,259.402,260.474,10,410,3,4,4,500,3,2,2,,,,,3.257,4.141,4.393,2,0.879,2.112,3.813,2,2,,3,1.061,2.746,5.044,3,1,1,33,1.121,12.128,13.406,4,1,,2,1,1,1.325,1.325,5.902,1,1,,1.798,1.798,3.893,1,4,1.02,1.02,2.832,1,1,,1.691,8.674,9.588,2,6,4,5.203,5.203,17.128,1,no,,0,0,7.178,0,7,37191202,,2
2021-04-02 08:09:05,2021-04-02 08:16:20,0,100,434,1,2021-04-02 08:16:20,R_D0ggySeNlxWIGkh,anonymous,EN,1,6.702,7.506,10.503,4,0,0,6.183,0,0,0,15.186,0,,,,,,,,,,,,,,,,,3.667,15.081,15.57,7,1,7,7,7,6,5,1,1,5.597,24.249,25.698,6,7,7,2,6,5.712,14.42,15.754,4,20.297,169.665,171.06,25,1.935,73.659,75.123,23,280,3,1,4,500,3,2,2,,,,,0,0,3.944,0,1.416,4.581,6.042,4,1,,4,1.298,4.092,5.616,4,1,1,38,2.943,14.16,18.198,7,2,,2,6,6,2.081,4.641,6.513,3,4,,2.627,3.337,4.667,2,4,1.074,2.746,3.204,2,1,,2.404,6.952,8.64,6,5,1,5.541,14.829,16.919,4,no,,5.934,5.934,7.653,1,7,12772479,,2
2021-04-02 08:09:18,2021-04-02 08:17:00,0,100,462,1,2021-04-02 08:17:00,R_sz2mNOnzvLkU7ip,anonymous,EN,0.8000000000000000444089209850062616169452667236328125,2.153,2.153,6.329,1,0,0,4.456,0,5.319,5.319,7.126,1,,,,,,,,,,,,,,,,,1.431,18.829,20.401,14,1,4,7,7,6,5,1,6,2.023,19.275,20.634,19,6,1,2,1,1.171,18.571,19.68,18,,,,,9.32,211.476,212.457,23,410,3,1,4,500,3,4,2,1.806,42.666,75.147,8,2.49,2.49,6.528,1,1.078,3.704,5.474,6,2,,2,1.314,3.531,7.851,4,1,1,28,5.5,28.75,29.74,20,3,,2,4,4,1.06,5.504,6.893,4,2,,2.059,3.362,4.691,3,8,0.977,1.567,3.179,2,2,,1.204,7.401,8.794,5,7,4,1.085,1.808,6.198,2,No,,1.038,3.257,7.177,3,7,37478855,,3
2021-04-02 08:00:31,2021-04-02 08:17:21,0,100,1010,1,2021-04-02 08:17:22,R_3DeaQ5sNU2JsRJn,anonymous,EN,1,3.05,3.05,34.773,1,0,0,10.137,0,0,0,23.016,0,64.542,262.929,332.578,6,6.314,344.365,346.324,38,43 billion,1,2,3,1,3,80,4,22.549,45.404,46.956,4,1,6,4,6,7,5,1,1,1.046,34.109,37.659,6,5,5,2,1,18.553,77.516,78.536,6,,,,,,,,,,,,,,,,,,,,,0,0,7.359,0,2.09,3.928,6.646,3,1,,4,1.612,4.874,8.309,4,1,1,38,1.384,1.384,11.219,1,1,,2,3,3,2.251,5.258,6.066,2,5,,2.333,2.333,4.739,1,7,4.236,4.236,5.836,1,1,,2.548,15.695,17.213,4,5,4,2.032,2.032,7.354,1,No,None,0,0,14.481,0,4,36791824,,1
2021-04-02 08:08:24,2021-04-02 08:17:38,0,100,553,1,2021-04-02 08:17:38,R_2eUMavvduV3X16E,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,0,0,9.949,0,0,0,17.406,0,0,0,15.111,0,,,,,,,,,,,,,,,,,8.654,24.906,25.917,5,3,4,6,6,6,5,2,4,13.267,23.54,24.401,4,5,6,2,3,7.369,18.246,19.753,4,,,,,9.794,175.239,176.174,9,410,3,1,2,500,3,2,2,0,0,65.012,0,0,0,3.488,0,11.193,12.843,15.665,2,2,,5,5.468,7.759,10.506,3,1,1,41,1.762,9,112.1,4,3,,2,4,4,1.886,1.886,12.257,1,5,,2.094,2.094,3.513,1,6,1.375,1.375,2.899,1,1,,1.313,7.565,13.614,2,2,4,1.929,1.929,8.41,1,no,,0,0,6.654,0,7.3,69785864,,3
2021-04-02 08:09:39,2021-04-02 08:18:13,0,100,514,1,2021-04-02 08:18:14,R_3no15sQKu0Y4KmU,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,0,0,6.663,0,0,0,4.74,0,0,0,23.252,0,0,0,113.912,0,1.069,52.268,53.739,9,41000,2,1,3,1,5,80,3,189.15,198.112,198.721,4,4,4,6,3,3,5,1,4,4.113,14.325,15,6,4,2,2,2,4.977,19.249,23.084,4,,,,,,,,,,,,,,,,,,,,,0,0,3.068,0,1.218,4.21,6.623,3,1,,5,0.751,3.735,7.603,3,1,1,45,1.161,8.826,9.495,4,2,,2,7,7,2.208,2.656,6.453,2,5,,2.145,2.145,3.511,1,8,0.876,0.876,2.689,1,1,,2.673,7.8,10.407,3,9,1,1.411,9.815,10.781,2,No,,0,0,6.121,0,4,47680335,,1
2021-04-02 08:10:16,2021-04-02 08:19:56,0,100,580,1,2021-04-02 08:19:57,R_8BzH96qASejxQjv,anonymous,EN,1,0,0,13.119,0,0,0,3.561,0,5.499,13.922,14.743,3,,,,,,,,,,,,,,,,,5.128,11.36,12.352,4,1,7,7,7,7,5,1,1,2.106,12.297,15.494,4,7,7,2,6,6.058,16.579,21.138,4,,,,,3.501,125,126.227,15,410,3,1,4,500,3,2,2,10.793,23.29,57.62,3,0,0,3.048,0,1.305,3.977,185.797,2,1,,8,1.245,3.021,4.814,3,1,1,56,1.042,8.083,9.05,4,1,,2,2,3,1.871,1.871,68.936,1,4,,1.607,1.607,3.107,1,9,1.068,1.068,3.009,1,1,,1.82,4.301,5.468,2,12,1,1.49,3.964,6.65,2,no,none,0,0,13.839,0,8,81635838,,3
2021-04-02 08:09:00,2021-04-02 08:21:40,0,100,759,1,2021-04-02 08:21:41,R_1Iz8psDG4HZtaTV,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,68.112,68.112,106.161,1,0,0,9.29,0,0,0,53.399,0,15.358,151.855,152.658,5,15.962,139.964,143.947,10,43500,2,2,3,1,3,80,3,7.187,10.769,11.31,4,1,6,7,7,7,5,1,2,127.114,130.552,131.18,4,7,7,2,2,9.266,26.06,26.433,6,,,,,,,,,,,,,,,,,,,,,0,0,4.107,0,49.263,51.912,53.17,3,1,,3,1.852,4.128,7.739,3,1,1,33,3.231,10.932,11.554,4,3,,2,3,3,8.378,8.378,9.744,1,2,,3.592,3.592,4.355,1,8,1.059,1.059,3.109,1,1,,2.314,3.982,5.648,2,8,1,1.415,1.415,5.249,1,no,,3.788,3.788,7.458,1,6,39619649,,1
2021-04-02 08:15:33,2021-04-02 08:22:33,0,100,420,1,2021-04-02 08:22:34,R_2SjGT1xgTQeX1eo,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,0,0,25.195,0,0,0,5.784,0,0,0,10.717,0,,,,,,,,,,,,,,,,,7.278,15.722,16.592,4,2,6,6,6,6,5,2,2,8.73,18.681,20.517,4,6,6,2,5,7.449,19.667,21.092,4,0,0,98.377,0,17.651,126.797,130.306,8,410,3,1,4,550,4,2,2,,,,,0,0,3.675,0,2.426,6.643,8.211,2,2,,10,1.437,4.675,7.775,3,1,1,67,2.128,13.888,15.351,4,1,,2,2,2,3.846,3.846,10.518,1,11,Eckankar,2.517,2.517,3.941,1,7,1.1,1.1,2.901,1,1,,2.499,7.457,9.019,2,3,4,7.851,7.851,15.421,1,no,,0,0,7.819,0,6,64723745,,2
2021-04-02 08:13:52,2021-04-02 08:23:11,0,100,558,1,2021-04-02 08:23:11,R_2BfHkv9UmgZNRBS,anonymous,EN,1,0,0,10.311,0,0,0,5.257,0,0,0,51.968,0,,,,,,,,,,,,,,,,,3.246,16.572,17.428,7,1,2,7,6,7,5,1,2,2.501,11.348,16.871,7,7,5,2,2,161.323,171.892,172.921,4,0,0,123.726,0,1.129,42.668,43.435,8,400,3,1,4,500,3,2,2,,,,,0,0,3.18,0,1.465,2.575,4.35,3,2,,4,0.841,2.414,5.249,3,1,1,39,0.638,7.612,9.113,4,1,,2,2,4,1.433,1.433,11.321,1,1,,1.753,1.753,3.105,1,8,0.706,0.706,2.618,1,1,,1.972,3.655,5.565,2,12,1,0.674,0.674,6.959,1,no,no comments,0,0,53.562,0,8,84729520,,2
2021-04-02 08:24:44,2021-04-02 08:31:34,0,100,409,1,2021-04-02 08:31:35,R_tMwg3V78FRwP9dv,anonymous,EN,1,0,0,7.589,0,0,0,7.948,0,0,0,12.291,0,,,,,,,,,,,,,,,,,9.152,19.531,21.995,4,2,6,6,6,6,5,2,2,3.681,12.368,14.454,4,6,6,2,6,4.88,17.864,19.639,4,,,,,11.492,153.974,155.252,10,410,3,1,4,500,3,2,2,1.124,49.56,72.393,4,0,0,3.564,0,1.749,5.532,7.667,2,1,,7,1.159,3.619,7.118,3,1,1,54,4.104,16.559,17.542,4,3,,2,2,5,2.373,2.373,7.501,1,4,,2.849,2.849,4.68,1,8,1.284,1.284,4.219,1,1,,2.54,7.02,8.564,2,7,1,1.523,15.905,16.47,3,no,no issues all worked fine,0,0,6.863,0,8,12155503,,3
2021-04-02 08:30:00,2021-04-02 08:34:21,0,100,260,1,2021-04-02 08:34:21,R_27e7h1HNp8CMpm4,anonymous,EN,1,0,0,7.531,0,0,0,3.944,0,0,0,16.155,0,,,,,,,,,,,,,,,,,5.099,14.836,21.269,4,7,3,6,2,4,5,3,6,2.632,14.259,14.8,4,6,2,2,1,4.521,16.886,17.959,4,,,,,1.121,44.177,45.227,10,440,3,1,4,500,3,2,2,0,0,64.213,0,0,0,3.713,0,0.912,3.009,4.355,3,2,,3,1.755,4.259,6.394,3,1,1,33,0.954,10.951,12.3,6,3,,2,5,5,1.788,1.788,6.057,1,1,,2.115,2.115,3.076,1,8,0.914,0.914,2.802,1,1,,1.632,9.548,10.11,2,10,3,0.827,0.827,8.216,1,no,,0,0,6.809,0,7,95276866,,3
2021-04-02 08:26:42,2021-04-02 08:35:37,0,100,534,1,2021-04-02 08:35:38,R_2zwNO4VvDq9BpCq,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,0,0,20.162,0,0,0,3.381,0,1.811,2.86,8.337,3,3.447,4.808,256.658,4,1.787,94.072,94.472,16,65000,2,2,4,4,3,56,2,1.248,2.205,7.018,5,6,2,5,5,3,5,6,3,1.095,4.534,10.409,5,7,6,2,5,1.734,38.679,41.521,5,,,,,,,,,,,,,,,,,,,,,0,0,3.506,0,2.174,3.985,5.238,4,2,,3,0.669,2.948,10.276,4,1,1,21,1.189,6.501,7.219,6,1,,2,2,1,1.346,8.066,8.344,2,4,,1.113,1.774,3.065,3,8,0.826,0.826,3.71,1,1,,0.748,3.766,6.274,3,5,3,2.402,2.402,9.392,1,no,,0,0,6.167,0,3,27869083,,1
2021-04-02 08:30:48,2021-04-02 08:39:32,0,100,523,1,2021-04-02 08:39:32,R_cHfLcm0Ve4Il7Mt,anonymous,EN,1,0,0,108.868,0,0,0,5.667,0,0,0,6.7,0,,,,,,,,,,,,,,,,,4.271,15.533,16.166,5,4,4,7,6,5,5,4,4,3.724,7.229,9.469,4,6,4,2,6,7.494,20.407,21.561,5,7.766,10.076,109.029,2,1.38,158.476,160.481,9,410,3,4,4,500,3,4,2,,,,,0,0,3.102,0,1.384,3.444,6.446,2,1,,4,1.058,3.595,10.433,3,1,1,36,1.71,11.048,12.463,4,2,,2,5,5,1.805,3.781,6.301,2,10,,1.916,1.916,3.364,1,8,1.044,1.044,2.828,1,1,,2.533,5.514,9.592,3,9,4,1.255,1.255,10.832,1,no,thanks,0,0,6.113,0,6,20369615,,2
2021-04-02 08:34:58,2021-04-02 08:43:39,0,100,520,1,2021-04-02 08:43:39,R_RfD7fk32Fw6LX9L,anonymous,EN,1,3.034,3.034,6.582,1,0,0,5.397,0,0,0,13.22,0,0,0,179.767,0,12.756,97.379,121.073,8,"40,000",2,2,3,4,3,60,3,6.459,20.181,29.6,4,1,6,7,7,7,5,1,3,3.688,37.409,38.116,7,7,6,2,2,5.383,24.101,29.039,6,,,,,,,,,,,,,,,,,,,,,0,0,3.456,0,0.895,6.523,9.588,3,2,,4,0.906,0.906,6.161,1,1,1,39,1.988,12.45,15.277,4,1,,2,2,2,1.136,3.345,5.858,2,2,,1.623,1.623,6.444,1,8,0.917,0.917,4.669,1,1,,1.425,6.976,8.437,2,2,4,0.942,0.942,15.564,1,I don't think I have.,I had no problems with the survey.,1.9,8.418,10.541,3,5,23132411,,1
2021-04-02 08:26:28,2021-04-02 08:44:33,0,100,1084,1,2021-04-02 08:44:33,R_9tYbVCmHJfGh6dX,anonymous,EN,1,0,0,247.885,0,0,0,99.156,0,0,0,70.647,0,135.681,142.105,360.911,4,1.667,100.38,141.603,10,80 billion,1,2,3,1,3,80,4,8.024,29.073,32.952,5,6,7,7,5,6,5,1,2,3.034,21.099,23.711,4,5,7,2,1,6.021,25.133,28.946,4,,,,,,,,,,,,,,,,,,,,,0,0,5.957,0,1.537,2.825,4.454,2,2,,5,1.902,4.452,6.417,3,1,1,42,1.892,6.572,9.21,4,1,,2,2,2,1.549,1.549,15.252,1,5,,1.546,1.546,3.008,1,7,1.238,1.238,3.122,1,1,,1.833,4.745,5.51,3,5,4,1.111,1.111,5.864,1,No,None,0,0,13.348,0,4,77066580,,1
2021-04-02 08:29:41,2021-04-02 08:45:19,0,100,938,1,2021-04-02 08:45:20,R_1HoEZ7vRB157hGI,anonymous,EN,1,0,0,13.185,0,0,0,7.676,0,0,0,22.852,0,,,,,,,,,,,,,,,,,8.608,27.178,29.145,4,3,7,7,5,7,5,3,2,17.472,36.812,38.808,4,5,7,2,7,9.025,31.489,33.169,4,5.145,14.025,194.145,3,129.879,431.202,434.814,8,410ppm,3,1,4,500 ppm,3,2,2,,,,,0,0,3.956,0,1.801,4.8,7.172,2,1,,8,1.265,4.176,7.188,3,1,1,58,1.696,18.302,19.201,5,1,,2,5,5,1.911,1.911,6.219,1,5,,42.92,42.92,44.837,1,7,1.702,1.702,4.316,1,1,,3.176,7.396,9.374,2,3,1,1.206,11.37,26.762,2,no,"It was a really interesting reading ",0,0,11.356,0,8,83122084,,2
2021-04-02 08:41:48,2021-04-02 08:48:18,0,100,390,1,2021-04-02 08:48:19,R_yX7KhRoZkSy9qLf,anonymous,EN,1,0,0,23.594,0,0,0,3.642,0,0,0,22.089,0,,,,,,,,,,,,,,,,,6.898,18.435,19.498,5,6,4,5,6,2,5,5,5,4.29,15.243,16.985,5,1,1,2,2,3.859,13.956,15.883,4,0,0,58.463,0,31.52,122.378,126.403,9,400,3,1,4,500,1,2,3,,,,,0,0,2.988,0,1.449,4.186,5.864,2,1,,4,1.366,3.599,5.421,3,1,1,39,2.452,19.407,20.725,6,4,,2,3,5,1.988,9.429,15.916,3,2,,2.84,2.84,4.095,1,8,1.523,4.627,6.306,3,2,,1.701,5.281,6.415,2,6,1,4.807,8.784,19.535,2,no,"everything worked as intended ",0,0,9.363,0,6,62284778,,2
2021-04-02 08:47:53,2021-04-02 08:54:39,0,100,405,1,2021-04-02 08:54:39,R_2qkNpInnTsvVwtn,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,11.205,11.205,16.564,1,0,0,14.981,0,72.21,73.298,78.589,2,,,,,,,,,,,,,,,,,6.551,29.859,30.301,7,3,2,7,4,7,5,2,1,9.161,22.115,25.603,7,5,6,2,7,4.668,30.038,30.806,8,,,,,1.898,49.965,51.139,22,500,3,1,4,555,3,2,2,2.115,57.402,59.137,10,0,0,5.088,0,2.117,5.374,6.214,4,1,,4,3.301,7.269,10.923,4,1,1,39,2.515,14.213,15.317,8,2,,2,6,6,2.24,4.957,6.049,4,5,,1.927,2.927,3.517,3,8,1.127,1.594,2.703,3,1,,1.258,5.105,5.884,5,4,1,2.291,20.898,23.301,2,I have not taken a similar survey in the last three months.,,5.934,5.934,7.134,1,6,11949943,,3
2021-04-02 08:49:05,2021-04-02 08:56:29,0,100,443,1,2021-04-02 08:56:29,R_2YJpZUPfZwZJU3e,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,0,0,6.783,0,0,0,5.033,0,0,0,8.759,0,3.101,6.246,58.801,3,39.668,193.885,195.161,8,"1% ",2,2,3,1,3,20,2,6.111,15.993,17.437,4,4,5,6,5,5,5,2,3,5.619,28.053,29.379,5,5,6,2,5,9.678,24.93,31.93,4,,,,,,,,,,,,,,,,,,,,,0,0,3.227,0,1.179,3.602,5.957,2,1,,5,1.197,4.109,7.159,3,1,1,41,1.356,15.318,17.441,5,3,,2,4,3,4.876,4.876,6.822,1,2,,1.375,4.183,5.818,3,6,1.207,1.207,3.735,1,1,,4.836,8.612,10.401,2,5,4,2.191,2.191,11.855,1,no,,0,0,9.501,0,6,40737038,,1
2021-04-02 08:54:20,2021-04-02 08:57:55,0,100,214,1,2021-04-02 08:57:55,R_QcQE5GvgTCAofnz,anonymous,EN,1,0,0,7.316,0,0,0,3.57,0,0,0,5.026,0,,,,,,,,,,,,,,,,,4.254,11.224,12.126,5,1,7,7,7,7,5,1,1,3.038,9.43,10.644,4,7,7,2,7,4.387,9.076,10.143,4,,,,,1.839,57.55,62.291,14,440,3,1,4,800,3,4,2,0,0,34.785,0,0,0,3.053,0,1.457,4.192,6.703,4,1,,4,1.172,3.622,6.271,3,1,1,39,1.772,8.814,9.639,4,1,,2,1,1,1.576,1.576,6.523,1,1,,2.038,2.038,3.558,1,9,1.404,2.417,4.192,2,"1,5",,3.839,6.369,7.192,3,11,1,1.179,1.179,5.86,1,no,,0,0,6.486,0,5,69033691,,3
2021-04-02 08:41:25,2021-04-02 08:58:37,0,100,1032,1,2021-04-02 08:58:38,R_3eqAtcKpZ5k6MGU,anonymous,EN,1,0,0,738.607,0,0,0,19.673,0,0,0,1.624,0,14.606,15.223,22.776,2,1.495,107.052,107.923,12,43500 billion,2,2,3,4,3,20,3,7.828,11.927,15.711,5,1,6,6,7,7,5,1,1,2.19,6.917,8.042,5,6,7,2,3,1.979,11.92,15.488,5,,,,,,,,,,,,,,,,,,,,,0,0,2.834,0,0.683,1.334,7.016,2,2,,3,0.796,7.5,7.969,5,1,1,33,1.019,8.959,9.768,4,1,,2,1,1,2.134,2.134,6.662,1,1,,9.495,9.495,10.837,1,8,0.902,0.902,3.444,1,1,,29.007,33.946,34.782,5,9,3,1.142,1.142,5.322,1,no,n/a,0,0,5.863,0,6,65023371,,1
2021-04-02 08:58:37,2021-04-02 09:03:55,0,100,318,1,2021-04-02 09:03:56,R_3rJpC5mTwYwDmoG,anonymous,EN,1,0,0,5.867,0,0,0,3.083,0,0,0,13.532,0,2.034,4.66,79.821,2,1.324,110.229,120.375,9,43500,2,2,3,1,3,20,3,4.295,8.397,13.924,4,2,6,7,7,7,5,1,2,2.203,12.767,13.426,7,7,7,2,6,2.475,8.419,9.138,5,,,,,,,,,,,,,,,,,,,,,0,0,5.233,0,1.175,2.564,3.989,2,2,,6,0.744,1.953,3.844,3,1,1,48,0.692,4.854,5.871,4,1,,2,2,2,2.872,2.872,5.866,1,11,none,1.422,1.422,2.98,1,4,0.74,0.74,2.909,1,1,,1.131,4.013,4.64,3,5,4,1.152,5.851,10.972,3,no,,0,0,6.155,0,7,81843482,,1
2021-04-02 09:02:39,2021-04-02 09:09:04,0,100,384,1,2021-04-02 09:09:04,R_2vcfRooJUiQbL9p,anonymous,EN,1,0,0,8.14,0,0,0,9.734,0,0,0,13.64,0,,,,,,,,,,,,,,,,,8.318,18.916,19.639,4,1,7,7,7,7,5,1,1,6.589,13.323,14.619,4,7,7,2,7,4.514,15.635,16.434,4,0,0,128.311,0,5.512,89.772,92.39,15,409,3,1,1,415,3,4,2,,,,,0,0,3.41,0,1.449,4.417,6.057,2,1,,7,1.621,4.3,7.603,3,1,1,55,2.55,17.434,18.266,4,2,,2,5,5,2.994,3.694,6.084,2,5,,3.468,3.468,4.854,1,6,1.284,1.284,3.274,1,1,,2.202,5.25,6.557,2,6,1,5.075,5.075,9.819,1,none,,0,0,6.559,0,4.3,96849568,,2
2021-04-02 09:01:33,2021-04-02 09:09:53,0,100,499,1,2021-04-02 09:09:54,R_3LhD9yXGO9fqAOn,anonymous,EN,1,0,0,32.999,0,0,0,5.985,0,0,0,3.952,0,,,,,,,,,,,,,,,,,3.006,14.751,15.215,5,2,6,7,7,7,3,1,1,1.962,38.142,38.433,6,6,6,2,7,4.358,16.555,17.033,5,115.369,115.369,142.78,1,10.927,128.779,129.416,9,410,3,1,1,500,3,2,2,,,,,0,0,3.413,0,0.926,1.733,18.801,2,1,,3,0.963,3.305,4.689,3,1,1,31,3.083,10.407,11.236,6,1,,2,2,2,1.851,1.851,26.23,1,8,,1.3,1.3,3.015,1,7,0.968,0.968,8.97,1,1,,1.138,4.625,5.284,2,5,3,2.078,2.433,5.269,2,No,,0,0,18.407,0,7.3,75932063,,2
2021-04-02 09:04:10,2021-04-02 09:11:07,0,100,417,1,2021-04-02 09:11:08,R_54uGNVEWrOqCi9b,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,0,0,7.083,0,0,0,4.011,0,0,0,5.449,0,0,0,165.139,0,2.101,78.79,82.611,12,1/3,2,2,5,1,3,80,3,4.793,19.058,26.824,7,1,7,7,7,7,5,1,1,3.913,16.615,18.846,6,7,7,2,1,5.548,16.696,24.681,7,,,,,,,,,,,,,,,,,,,,,0,0,3.727,0,1.369,4.244,7.218,2,2,,6,2.071,4.138,7.689,3,1,1,50,2.964,11.921,13.865,4,1,,2,2,2,2.418,2.418,5.862,1,10,,2.744,2.744,3.828,1,8,1.374,1.374,2.8,1,1,,2.239,5.495,9.62,2,2,4,4.174,4.174,9.91,1,No,,0,0,5.914,0,5,45531894,,1
2021-04-02 09:09:22,2021-04-02 09:13:56,0,100,274,1,2021-04-02 09:13:57,R_0x5prqGWwqx4gz7,anonymous,EN,1,0,0,5.82,0,0,0,7.708,0,0,0,10.837,0,,,,,,,,,,,,,,,,,12.072,22.302,23.956,4,1,7,7,7,7,5,1,1,4.112,16.834,17.947,5,7,7,2,6,5.48,17.831,18.991,5,,,,,5.871,70.054,70.22,9,410,5,1,4,500,4,4,3,1.168,1.168,50.115,1,0,0,2.434,0,1.155,2.534,3.415,2,2,,4,0.909,2.847,4.747,3,1,1,38,2.09,11.12,12.844,4,1,,2,2,2,1.931,1.931,5.951,1,2,,1.372,1.372,2.468,1,4,0.991,0.991,2.964,1,1,,1.347,6.38,6.588,2,5,4,1.588,1.588,8.356,1,No,,0,0,7.617,0,4,79502857,,3
